Codigo del diagnostico,Nombre del diagnostico,Sexo del diagnostico
Q611,RINON POLIQUISTICO. AUTOSOMICO RECESIVO,A
Q612,RINON POLIQUISTICO. AUTOSOMICO DOMINANTE,A
Q613,RINON POLIQUISTICO. TIPO NO ESPECIFICADO,A
Q614,DISPLASIA RENAL,A
Q615,RINON QUISTICO MEDULAR,A
Q618,OTRAS ENFERMEDADES RENALES QUISTICAS,A
Q619,ENFERMEDAD QUISTICA DEL RINON. NO ESPECIFICADA,A
Q620,HIDRONEFROSIS CONGENITA,A
Q621,ATRESIA Y ESTENOSIS DEL URETER,A
Q622,MEGALOURETER CONGENITO,A
Q623,OTROS DEFECTOS OBSTRUCTIVOS DE LA PELVIS RENAL Y DEL URETER,A
Q624,AGENESIA DEL URETER,A
Q625,DUPLICACION DEL URETER,A
Q626,MALA POSICION DEL URETER,A
Q627,REFLUJO VESICO-URETERO-RENAL CONGENITO,A
Q628,OTRAS MALFORMACIONES CONGENITAS DEL URETER,A
Q630,RINON SUPERNUMERARIO,A
Q631,RINON LOBULADO. FUSIONADO Y EN HERRADURA,A
Q632,RINON ECTOPICO,A
Q633,HIPERPLASIA RENAL Y RINON GIGANTE,A
Q638,OTRAS MALFORMACIONES CONGENITAS DEL RINON. ESPECIFICADAS,A
Q639,MALFORMACION CONGENITA DEL RINON. NO ESPECIFICADA,A
Q640,EPISPADIAS,A
Q641,EXTROFIA DE LA VEJIGA URINARIA,A
Q642,VALVULAS URETRALES POSTERIORES CONGENITAS,A
Q643,OTRAS ATRESIAS Y ESTENOSIS DE LA URETRA Y DEL CUELLO DE LA VEJIGA,A
Q644,MALFORMACION DEL URACO,A
Q645,AUSENCIA CONGENITA DE LA VEJIGA Y DE LA URETRA,A
Q646,DIVERTICULO CONGENITO DE LA VEJIGA,A
Q647,OTRAS MALFORMACIONES CONGENITAS DE LA VEJIGA Y DE LA URETRA,A
Q648,OTRAS MALFORMACIONES CONGENITAS DEL APARATO URINARIO. ESPECIFICADAS,A
Q649,MALFORMACION CONGENITA DEL APARATO URINARIO. NO ESPECIFICADA,A
Q650,LUXACION CONGENITA DE LA CADERA. UNILATERAL,A
Q651,LUXACION CONGENITA DE LA CADERA. BILATERAL,A
Q652,LUXACION CONGENITA DE LA CADERA. NO ESPECIFICADA,A
Q653,SUBLUXACION CONGENITA DE LA CADERA. UNILATERAL,A
Q654,SUBLUXACION CONGENITA DE LA CADERA. BILATERAL,A
Q655,SUBLUXACION CONGENITA DE LA CADERA. NO ESPECIFICADA,A
Q656,CADERA INESTABLE,A
Q658,OTRAS DEFORMIDADES CONGENITAS DE LA CADERA,A
Q659,DEFORMIDAD CONGENITA DE LA CADERA. NO ESPECIFICADA,A
Q660,TALIPES EQUINOVARUS,A
Q661,TALIPES CALCANEOVARUS,A
Q662,METATARSUS VARUS,A
Q663,OTRAS DEFORMIDADES VARUS CONGENITAS DE LOS PIES,A
Q664,TALIPES CALCANEOVALGUS,A
Q665,PIE PLANO CONGENITO,A
Q666,OTRAS DEFORMIDADES VALGUS CONGENITAS DE LOS PIES,A
Q667,PIE CAVUS,A
Q668,OTRAS DEFORMIDADES CONGENITAS DE LOS PIES,A
Q669,DEFORMIDAD CONGENITA DE LOS PIES. NO ESPECIFICADA,A
Q670,ASIMETRIA FACIAL,A
Q671,FACIES COMPRIMIDA,A
Q672,DOLICOCEFALIA,A
Q673,PLAGIOCEFALIA,A
Q674,OTRAS DEFORMIDADES CONGENITAS DEL CRANEO. DE LA CARA Y DE LA MANDIBULA,A
Q675,DEFORMIDAD CONGENITA DE LA COLUMNA VERTEBRAL,A
Q676,TORAX EXCAVADO,A
Q677,TORAX EN QUILLA,A
Q678,OTRAS DEFORMIDADES CONGENITAS DEL TORAX,A
Q680,DEFORMIDAD CONGENITA DEL MUSCULO ESTERNOCLEIDOMASTOIDEO,A
Q681,DEFORMIDAD CONGENITA DE LA MANO,A
Q682,DEFORMIDAD CONGENITA DE LA RODILLA,A
Q683,CURVATURA CONGENITA DEL FEMUR,A
Q684,CURVATURA CONGENITA DE LA TIBIA Y DEL PERONE,A
Q685,CURVATURA CONGENITA DE HUESO(S) LARGO(S) DEL MIEMBRO INFERIOR. SIN OTRA ESPECIFICACION,A
Q688,OTRAS DEFORMIDADES CONGENITAS OSTEOMUSCULARES. ESPECIFICADAS,A
Q690,DEDO(S) SUPERNUMERARIO(S) DE LA MANO,A
Q691,PULGAR(ES) SUPERNUMERARIO(S),A
Q692,DEDO(S) SUPERNUMERARIO(S) DEL PIE,A
Q699,POLIDACTILIA. NO ESPECIFICADA,A
Q700,FUSION DE LOS DEDOS DE LA MANO,A
Q701,MEMBRANA INTERDIGITAL DE LA MANO,A
Q702,FUSION DE LOS DEDOS DEL PIE,A
Q703,MEMBRANA INTERDIGITAL DEL PIE,A
Q704,POLISINDACTILIA,A
Q709,SINDACTILIA. NO ESPECIFICADA,A
Q710,AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES),A
Q711,AUSENCIA CONGENITA DEL BRAZO Y DEL ANTEBRAZO CON PRESENCIA DE LA MANO,A
Q712,AUSENCIA CONGENITA DEL ANTEBRAZO Y DE LA MANO,A
Q713,AUSENCIA CONGENITA DE LA MANO Y EL (LOS) DEDO(S),A
Q714,DEFECTO POR REDUCCION LONGITUDINAL DEL RADIO,A
Q715,DEFECTO POR REDUCCION LONGITUDINAL DEL CUBITO,A
Q716,MANO EN PINZA DE LANGOSTA,A
Q718,OTROS DEFECTOS POR REDUCCION DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES),A
Q719,DEFECTO POR REDUCCION DEL MIEMBRO SUPERIOR. NO ESPECIFICADO,A
Q720,AUSENCIA CONGENITA COMPLETA DEL (DE LOS) MIEMBRO(S) INFERIOR(ES),A
Q721,AUSENCIA CONGENITA DEL MUSLO Y DE LA PIERNA CON PRESENCIA DEL PIE,A
Q722,AUSENCIA CONGENITA DE LA PIERNA Y DEL PIE,A
Q723,AUSENCIA CONGENITA DEL PIE Y DEDO(S) DEL PIE,A
Q724,DEFECTO POR REDUCCION LONGITUDINAL DEL FEMUR,A
Q725,DEFECTO POR REDUCCION LONGITUDINAL DE LA TIBIA,A
Q726,DEFECTO POR REDUCCION LONGITUDINAL DEL PERONE,A
Q727,PIE HENDIDO,A
Q728,OTROS DEFECTOS POR REDUCCION DEL (DE LOS) MIEMBRO(S) INFERIOR(ES),A
Q729,DEFECTO POR REDUCCION DEL MIEMBRO INFERIOR. NO ESPECIFICADO,A
Q730,AUSENCIA COMPLETA DE MIEMBRO(S) NO ESPECIFICADO(S),A
Q731,FOCOMELIA. MIEMBRO(S) NO ESPECIFICADO(S),A
Q738,OTROS DEFECTOS POR REDUCCION DE MIEMBRO(S) NO ESPECIFICADO(S),A
Q740,OTRAS MALFORMACIONES CONGENITAS DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES). INCLUIDA LA CINTURA ESCAPULAR,A
Q741,MALFORMACION CONGENITA DE LA RODILLA,A
Q742,OTRAS MALFORMACIONES CONGENITAS DEL (DE LOS) MIEMBRO(S) INFERIOR(ES). INCLUIDA LA CINTURA PELVIANA,A
Q743,ARTROGRIPOSIS MULTIPLE CONGENITA,A
Q748,OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DEL (DE LOS) MIEMBRO(S),A
Q749,MALFORMACION CONGENITA DE MIEMBRO(S). NO ESPECIFICADA,A
Q750,CRANEOSINOSTOSIS,A
Q751,DISOSTOSIS CRANEOFACIAL,A
Q752,HIPERTELORISMO,A
Q753,MACROCEFALIA,A
Q754,DISOSTOSIS MAXILOFACIAL,A
Q755,DISOSTOSIS OCULOMAXILAR,A
Q758,OTRAS MALFORMACIONES CONGENITAS ESPECIFICADAS DE LOS HUESOS DEL CRANEO Y DE LA CARA,A
Q759,MALFORMACION CONGENITA NO ESPECIFICADA DE LOS HUESOS DEL CRANEO Y DE LA CARA,A
Q760,ESPINA BIFIDA OCULTA,A
Q761,SINDROME DE KLIPPEL-FEIL,A
Q762,ESPONDILOLISTESIS CONGENITA,A
Q763,ESCOLIOSIS CONGENITA DEBIDA A MALFORMACION CONGENITA OSEA,A
Q764,OTRA MALFORMACION CONGENITA DE LA COLUMNA VERTEBRAL. NO ASOCIADA CON ESCOLIOSIS,A
Q765,COSTILLA CERVICAL,A
Q766,OTRAS MALFORMACIONES CONGENITAS DE LAS COSTILLAS,A
Q767,MALFORMACION CONGENITA DEL ESTERNON,A
Q768,OTRAS MALFORMACIONES CONGENITAS DEL TORAX OSEO,A
Q769,MALFORMACION CONGENITA DEL TORAX OSEO. NO ESPECIFICADA,A
Q770,ACONDROGENESIS,A
Q771,ENANISMO TANATOFORICO,A
Q772,SINDROME DE COSTILLA CORTA,A
Q773,CONDRODISPLASIA PUNCTATA,A
Q774,ACONDROPLASIA,A
Q775,DISPLASIA DISTROFICA,A
Q776,DISPLASIA CONDROECTODERMICA,A
Q777,DISPLASIA ESPONDILOEPIFISARIA,A
Q778,OTRAS OSTEOCONDRODISPLASIAS CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL,A
Q779,OSTEOCONDRODISPLASIA CON DEFECTOS DEL CRECIMIENTO DE LOS HUESOS LARGOS Y DE LA COLUMNA VERTEBRAL. SIN OTRA ESPECIFICACION,A
Q780,OSTEOGENESIS IMPERFECTA,A
Q781,DISPLASIA POLIOSTOTICA FIBROSA,A
Q782,OSTEOPETROSIS,A
Q783,DISPLASIA DIAFISARIA PROGRESIVA,A
Q784,ENCONDROMATOSIS,A
Q785,DISPLASIA METAFISARIA,A
Q786,EXOSTOSIS CONGENITA MULTIPLE,A
Q788,OTRAS OSTEOCONDRODISPLASIAS ESPECIFICADAS,A
Q789,OSTEOCONDRODISPLASIA. NO ESPECIFICADA,A
Q790,HERNIA DIAFRAGMATICA CONGENITA,A
Q791,OTRAS MALFORMACIONES CONGENITAS DEL DIAFRAGMA,A
Q792,EXONFALOS,A
Q793,GASTROSQUISIS,A
Q794,SINDROME DEL ABDOMEN EN CIRUELA PASA,A
Q795,OTRAS MALFORMACIONES CONGENITAS DE LA PARED ABDOMINAL,A
Q796,SINDROME DE EHLERS-DANLOS,A
Q798,OTRAS MALFORMACIONES CONGENITAS DEL SISTEMA OSTEOMUSCULAR,A
Q799,MALFORMACION CONGENITA DEL SISTEMA OSTEOMUSCULAR. NO ESPECIFICADA,A
Q800,ICTIOSIS VULGAR,A
Q801,ICTIOSIS LIGADA AL CROMOSOMA X,A
Q802,ICTIOSIS LAMELAR,A
Q803,ERITRODERMIA ICTIOSIFORME VESICULAR CONGENITA,A
Q804,FETO ARLEQUIN,A
Q808,OTRAS ICTIOSIS CONGENITAS,A
Q809,ICTIOSIS CONGENITA. NO ESPECIFICADA,A
Q810,EPIDERMOLISIS BULLOSA SIMPLE,A
Q811,EPIDERMOLISIS BULLOSA LETAL,A
Q812,EPIDERMOLISIS BULLOSA DISTROFICA,A
Q818,OTRAS EPIDERMOLISIS BULLOSAS,A
Q819,EPIDERMOLISIS BULLOSA. NO ESPECIFICADA,A
Q820,LINFEDEMA HEREDITARIO,A
Q821,XERODERMA PIGMENTOSO,A
Q822,MASTOCITOSIS,A
Q823,INCONTINENCIA PIGMENTARIA,A
Q824,DISPLASIA ECTODERMICA (ANHIDROTICA),A
Q825,NEVO NO NEOPLASICO. CONGENITO,A
Q828,OTRAS MALFORMACIONES CONGENITAS DE LA PIEL. ESPECIFICADAS,A
Q829,MALFORMACION CONGENITA DE LA PIEL. NO ESPECIFICADA,A
Q830,AUSENCIA CONGENITA DE LA MAMA CON AUSENCIA DEL PEZON,A
Q831,MAMA SUPERNUMERARIA,A
Q832,AUSENCIA DEL PEZON,A
Q833,PEZON SUPERNUMERARIO,A
Q838,OTRAS MALFORMACIONES CONGENITAS DE LA MAMA,A
Q839,MALFORMACION CONGENITA DE LA MAMA. NO ESPECIFICADA,A
Q840,ALOPECIA CONGENITA,A
Q841,ALTERACIONES MORFOLOGICAS CONGENITAS DEL PELO. NO CLASIFICADAS EN OTRA PARTE,A
Q842,OTRAS MALFORMACIONES CONGENITAS DEL PELO,A
Q843,ANONIQUIA,A
Q844,LEUCONIQUIA CONGENITA,A
Q845,AGRANDAMIENTO E HIPERTROFIA DE LAS UNAS,A
Q846,OTRAS MALFORMACIONES CONGENITAS DE LAS UNAS,A
Q848,OTRAS MALFORMACIONES CONGENITAS DE LAS FANERAS. ESPECIFICADAS,A
Q849,MALFORMACION CONGENITA DE LAS FANERAS. NO ESPECIFICADA,A
Q850,NEUROFIBROMATOSIS (NO MALIGNA),A
Q851,ESCLEROSIS TUBEROSA,A
Q858,OTRAS FACOMATOSIS. NO CLASIFICADAS EN OTRA PARTE,A
Q859,FACOMATOSIS. NO ESPECIFICADA,A
Q860,SINDROME FETAL (DISMORFICO) DEBIDO AL ALCOHOL,A
Q861,SINDROME DE HIDANTOINA FETAL,A
Q862,DISMORFISMO DEBIDO A WARFARINA,A
Q868,OTROS SINDROMES DE MALFORMACIONES CONGENITAS DEBIDOS A CAUSAS EXOGENAS CONOCIDAS,A
Q870,SINDROMES DE MALFORMACIONES CONGENITAS QUE AFECTAN PRINCIPALMENTE LA APARIENCIA FACIAL,A
Q871,SINDROMES DE MALFORMACIONES CONGENITAS ASOCIADAS PRINCIPALMENTE CON ESTATURA BAJA,A
Q872,SINDROMES DE MALFORMACIONES CONGENITAS QUE AFECTAN PRINCIPALMENTE LOS MIEMBROS,A
Q873,SINDROMES DE MALFORMACIONES CONGENITAS CON EXCESO DE CRECIMIENTO PRECOZ,A
Q874,SINDROME DE MARFAN,A
Q875,OTROS SINDROMES DE MALFORMACIONES CONGENITAS CON OTROS CAMBIOS ESQUELETICOS,A
Q878,OTROS SINDROMES DE MALFORMACIONES CONGENITAS ESPECIFICADOS. NO CLASIFICADOS EN OTRA PARTE,A
Q890,MALFORMACIONES CONGENITAS DEL BAZO,A
Q891,MALFORMACIONES CONGENITAS DE LA GLANDULA SUPRARRENAL,A
Q892,MALFORMACIONES CONGENITAS DE OTRAS GLANDULAS ENDOCRINAS,A
Q893,SITUS INVERSUS,A
Q894,GEMELOS SIAMESES,A
Q897,MALFORMACIONES CONGENITAS MULTIPLES. NO CLASIFICADAS EN OTRA PARTE,A
Q898,OTRAS MALFORMACIONES CONGENITAS. ESPECIFICADAS,A
Q899,MALFORMACION CONGENITA. NO ESPECIFICADA,A
Q900,TRISOMIA 21. POR FALTA DE DISYUNCION MEIOTICA,A
Q901,TRISOMIA 21. MOSAICO (POR FALTA DE DISYUNCION MITOTICA),A
Q902,TRISOMIA 21. POR TRANSLOCACION,A
Q909,SINDROME DE DOWN. NO ESPECIFICADO,A
Q910,TRISOMIA 18. POR FALTA DE DISYUNCION MEIOTICA,A
Q911,TRISOMIA 18. MOSAICO (POR FALTA DE DISYUNCION MITOTICA),A
Q912,TRISOMIA 18. POR TRANSLOCACION,A
Q913,SINDROME DE EDWARDS. NO ESPECIFICADO,A
Q914,TRISOMIA 13. POR FALTA DE DISYUNCION MEIOTICA,A
Q915,TRISOMIA 13. MOSAICO (POR FALTA DE DISYUNCION MITOTICA),A
Q916,TRISOMIA 13. POR TRANSLOCACION,A
Q917,SINDROME DE PATAU. NO ESPECIFICADO,A
Q920,TRISOMIA DE UN CROMOSOMA COMPLETO. POR FALTA DE DISYUNCION MEIOTICA,A
Q921,TRISOMIA DE UN CROMOSOMA COMPLETO. MOSAICO (POR FALTA DE DISYUNCION MITOTICA),A
Q922,TRISOMIA PARCIAL MAYOR,A
Q923,TRISOMIA PARCIAL MENOR,A
Q924,DUPLICACIONES VISIBLES SOLO EN LA PROMETAFASE,A
Q925,DUPLICACIONES CON OTROS REORDENAMIENTOS COMPLEJOS,A
Q926,CROMOSOMAS MARCADORES SUPLEMENTARIOS,A
Q927,TRIPLOIDIA Y POLIPLOIDIA,A
Q928,OTRAS TRISOMIAS Y TRISOMIAS PARCIALES DE LOS AUTOSOMAS. ESPECIFICADAS,A
Q929,TRISOMIA Y TRISOMIA PARCIAL DE LOS AUTOSOMAS. SIN OTRA ESPECIFICACION,A
Q930,MONOSOMIA COMPLETA DE UN CROMOSOMA. POR FALTA DE DISYUNCION MEIOTICA,A
Q931,MONOSOMIA COMPLETA DE UN CROMOSOMA. MOSAICO (POR FALTA DE DISYUNCION MITOTICA),A
Q932,CROMOSOMA REEMPLAZADO POR ANILLO O DICENTRICO,A
Q933,SUPRESION DEL BRAZO CORTO DEL CROMOSOMA 4,A
Q934,SUPRESION DEL BRAZO CORTO DEL CROMOSOMA 5,A
Q935,OTRAS SUPRESIONES DE PARTE DE UN CROMOSOMA,A
Q936,SUPRESIONES VISIBLES SOLO EN LA PROMETAFASE,A
Q937,SUPRESIONES CON OTROS REORDENAMIENTOS COMPLEJOS,A
Q938,OTRAS SUPRESIONES DE LOS AUTOSOMAS,A
Q939,SUPRESION DE LOS AUTOSOMAS. NO ESPECIFICADA,A
Q950,TRANSLOCACION EQUILIBRADA E INSERCION EN INDIVIDUO NORMAL,A
Q951,INVERSION CROMOSOMICA EN INDIVIDUO NORMAL,A
Q952,REORDENAMIENTO AUTOSOMICO EQUILIBRADO EN INDIVIDUO ANORMAL,A
Q953,REORDENAMIENTO AUTOSOMICO/SEXUAL EQUILIBRADO EN INDIVIDUO ANORMAL,A
Q954,INDIVIDUOS CON HETEROCROMATINA MARCADORA,A
Q955,INDIVIDUOS CON SITIO FRAGIL AUTOSOMICO,A
Q958,OTROS REORDENAMIENTOS EQUILIBRADOS Y MARCADORES ESTRUCTURALES,A
Q959,REORDENAMIENTO EQUILIBRADO Y MARCADOR ESTRUCTURAL. SIN OTRA ESPECIFICACION,A
Q960,CARIOTIPO 45.X,A
Q961,CARIOTIPO 46.X ISO (XQ),A
Q962,CARIOTIPO 46.X CON CROMOSOMA SEXUAL ANORMAL EXCEPTO ISO (XQ),A
Q963,MOSAICO 45. X/46.XX O XY,A
Q964,MOSAICO 45.X/OTRA(S) LINEA(S) CELULAR(ES) CON CROMOSOMA SEXUAL ANORMAL,A
Q968,OTRAS VARIANTES DEL SINDROME DE TURNER,A
Q969,SINDROME DE TURNER. NO ESPECIFICADO,A
Q970,CARIOTIPO 47. XXX,A
Q971,MUJER CON MAS DE TRES CROMOSOMAS X,A
Q972,MOSAICO. LINEAS CON NUMERO VARIABLE DE CROMOSOMAS X,A
Q973,MUJER CON CARIOTIPO 46. XY,A
Q978,OTRAS ANOMALIAS DE LOS CROMOSOMAS  SEXUALES. CON FENOTIPO FEMENINO. ESPECIFICADAS,A
Q979,ANOMALIA DE LOS CROMOSOMAS SEXUALES. CON FENOTIPO FEMENINO. SIN OTRA ESPECIFICACION,A
Q980,SINDROME DE KLINEFELTER. CARIOTIPO 47. XXY,A
Q981,SINDROME DE KLINEFELTER. HOMBRE CON MAS DE DOS CROMOSOMAS X,A
Q982,SINDROME DE KLINEFELTER. HOMBRE CON CARIOTIPO 46. XX,A
Q983,OTRO HOMBRE CON CARIOTIPO 46. XX,A
Q984,SINDROME DE KLINEFELTER. NO ESPECIFICADO,A
Q985,CARIOTIPO 47. XYY,A
Q986,HOMBRE CON CROMOSOMA SEXUAL ESTRUCTURALMENTE ANORMAL,A
Q987,HOMBRE CON MOSAICO DE CROMOSOMAS SEXUALES,A
Q988,OTRAS ANOMALIAS DE LOS CROMOSOMAS SEXUALES. CON FENOTIPO MASCULINO. ESPECIFICADAS,A
Q989,ANOMALIA DE LOS CROMOSOMAS SEXUALES. FENOTIPO MASCULINO. SIN OTRA ESPECIFICACION,A
Q990,QUIMERA 46. XX/46. XY,A
Q991,HERMAFRODITA VERDADERO 46. XX,A
Q992,CROMOSOMA X FRAGIL,A
Q998,OTRAS ANOMALIAS DE LOS CROMOSOMAS. ESPECIFICADAS,A
Q999,ANOMALIA CROMOSOMICA. NO ESPECIFICADA,A
R000,TAQUICARDIA. NO ESPECIFICADA,A
R001,BRADICARDIA. NO ESPECIFICADA,A
R002,PALPITACIONES,A
R008,OTRAS ANORMALIDADES DEL LATIDO CARDIACO Y LAS NO ESPECIFICADAS,A
R010,SOPLOS CARDIACOS BENIGNOS O INOCENTES,A
R011,SOPLO CARDIACO. NO ESPECIFICADO,A
R012,OTROS SONIDOS CARDIACOS,A
R02X,GANGRENA. NO CLASIFICADA EN OTRA PARTE,A
R030,LECTURA ELEVADA DE LA PRESION SANGUINEA. SIN DIAGNOSTICO DE HIPERTENSION,A
R031,LECTURA DE PRESION BAJA NO ESPECIFICA,A
R040,EPISTAXIS,A
R041,HEMORRAGIA DE LA GARGANTA,A
R042,HEMOPTISIS,A
R048,HEMORRAGIA DE OTROS SITIOS DE LAS VIAS RESPIRATORIAS,A
R049,HEMORRAGIA DE LAS VIAS RESPIRATORIAS. NO ESPECIFICADA,A
R05X,TOS,A
R060,DISNEA,A
R061,ESTRIDOR,A
R062,SILBIDO,A
R063,RESPIRACION PERIODICA,A
R064,HIPERVENTILACION,A
R065,RESPIRACION CON LA BOCA,A
R066,HIPO,A
R067,ESTORNUDO,A
R068,OTRAS ANORMALIDADES DE LA RESPIRACION Y LAS NO ESPECIFICADAS,A
R070,DOLOR DE GARGANTA,A
R071,DOLOR EN EL PECHO AL RESPIRAR,A
R072,DOLOR PRECORDIAL,A
R073,OTROS DOLORES EN EL PECHO,A
R074,DOLOR EN EL PECHO. NO ESPECIFICADO,A
R090,ASFIXIA,A
R091,PLEURESIA,A
R092,PARO RESPIRATORIO,A
R093,ESPUTO ANORMAL,A
R098,OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN LOS SISTEMAS CIRCULATORIO Y RESPIRATORIO,A
R100,ABDOMEN AGUDO,A
R101,DOLOR ABDOMINAL LOCALIZADO EN PARTE SUPERIOR,A
R102,DOLOR PELVICO Y PERINEAL,A
R103,DOLOR LOCALIZADO EN OTRAS PARTES INFERIORES DEL ABDOMEN,A
R104,OTROS DOLORES ABDOMINALES Y LOS NO ESPECIFICADOS,A
R11X,NAUSEA Y VOMITO,A
R12X,ACIDEZ,A
R13X,DISFAGIA,A
R14X,FLATULENCIA Y AFECCIONES AFINES,A
R15X,INCONTINENCIA FECAL,A
R160,HEPATOMEGALIA. NO CLASIFICADA EN OTRA PARTE,A
R161,ESPLENOMEGALIA. NO CLASIFICADA EN OTRA PARTE,A
R162,HEPATOMEGALIA CON ESPLENOMEGALIA. NO CLASIFICADAS EN OTRA PARTE,A
R17X,ICTERICIA NO ESPECIFICADA,A
R18X,ASCITIS,A
R190,TUMEFACCION. MASA O PROMINENCIA INTRAABDOMINAL Y PELVICA,A
R191,SONIDOS INTESTINALES ANORMALES,A
R192,PERISTALSIS VISIBLE,A
R193,RIGIDEZ ABDOMINAL,A
R194,CAMBIOS EN LOS HABITOS INTESTINALES,A
R195,OTRAS ANORMALIDADES FECALES,A
R196,HALITOSIS,A
R198,OTROS SINTOMAS Y SIGNOS ESPECIFICADOS QUE INVOLUCRAN EL SISTEMA DIGESTIVO Y EL ABDOMEN,A
R200,ANESTESIA DE LA PIEL,A
R201,HIPOESTESIA DE LA PIEL,A
R202,PARESTESIA DE LA PIEL,A
R203,HIPERESTESIA,A
R208,OTRAS ALTERACIONES DE LA SENSIBILIDAD CUTANEA Y LAS NO ESPECIFICADAS,A
R21X,SALPULLIDO Y OTRAS ERUPCIONES CUTANEAS NO ESPECIFICADAS,A
R220,TUMEFACCION. MASA O PROMINENCIA LOCALIZADA EN LA CABEZA,A
R221,TUMEFACCION. MASA O PROMINENCIA LOCALIZADA EN EL CUELLO,A
R222,TUMEFACCION. MASA O PROMINENCIA LOCALIZADA EN EL TRONCO,A
R223,TUMEFACCION. MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR,A
R224,TUMEFACCION. MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO INFERIOR,A
R227,TUMEFACCION. MASA O PROMINENCIA LOCALIZADA EN SITIOS MULTIPLES,A
R229,TUMEFACCION. MASA O PROMINENCIA LOCALIZADA EN PARTE NO ESPECIFICADA,A
R230,CIANOSIS,A
R231,PALIDEZ,A
R232,RUBOR,A
R233,EQUIMOSIS ESPONTANEA,A
R234,CAMBIOS EN LA TEXTURA DE LA PIEL,A
R238,OTROS CAMBIOS DE LA PIEL Y LOS NO ESPECIFICADOS,A
R250,MOVIMIENTOS ANORMALES DE LA CABEZA,A
R251,TEMBLOR NO ESPECIFICADO,A
R252,CALAMBRES Y ESPASMOS,A
R253,FASCICULACION,A
R258,OTROS MOVIMIENTOS ANORMALES INVOLUNTARIOS Y LOS NO ESPECIFICADOS,A
R260,MARCHA ATAXICA,A
R261,MARCHA PARALITICA,A
R262,DIFICULTAD PARA CAMINAR. NO CLASIFICADA EN OTRA PARTE,A
R263,INMOVILIDAD,A
R268,OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS,A
R270,ATAXIA. NO ESPECIFICADA,A
R278,OTRAS FALLAS DE LA COORDINACION Y LAS NO ESPECIFICADAS,A
R290,TETANIA,A
R291,MENINGISMO,A
R292,REFLEJOS ANORMALES,A
R293,POSTURA ANORMAL,A
R294,CHASQUIDO DE LA CADERA,A
R296,TENDENCIA A CAER. NO CLASIFICADA EN OTRA PARTE,A
R298,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LOS SISTEMAS NERVIOSO Y OSTEOMUSCULAR Y LOS NO ESPECIFICADOS,A
R300,DISURIA,A
R301,TENESMO VESICAL,A
R309,MICCION DOLOROSA. NO ESPECIFICADA,A
R31X,HEMATURIA. NO ESPECIFICADA,A
R32X,INCONTINENCIA URINARIA. NO ESPECIFICADA,A
R33X,RETENCION DE ORINA,A
R34X,ANURIA Y OLIGURIA,A
R35X,POLIURIA,A
R36X,DESCARGA URETRAL,A
R390,EXTRAVASACION DE LA ORINA,A
R391,OTRAS DIFICULTADES DE LA MICCION,A
R392,UREMIA EXTRARRENAL,A
R398,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL SISTEMA URINARIO Y LOS NO ESPECIFICADOS,A
R400,SOMNOLENCIA,A
R401,ESTUPOR,A
R402,COMA. NO ESPECIFICADO,A
R410,DESORIENTACION NO ESPECIFICADA,A
R411,AMNESIA ANTEROGRADA,A
R412,AMNESIA RETROGRADA,A
R413,OTRA AMNESIA,A
R418,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LA FUNCION COGNOSCITIVA Y LA CONCIENCIA Y LOS NO ESPECIFICADOS,A
R42X,MAREO Y DESVANECIMIENTO,A
R430,ANOSMIA,A
R431,PAROSMIA,A
R432,PARAGEUSIA,A
R438,OTRAS ALTERACIONES DEL GUSTO Y DEL OLFATO Y LAS NO ESPECIFICADAS,A
R440,ALUCINACIONES AUDITIVAS,A
R441,ALUCINACIONES VISUALES,A
R442,OTRAS ALUCINACIONES,A
R443,ALUCINACIONES. NO ESPECIFICADAS,A
R448,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN LAS SENSACIONES Y PERCEPCIONES GENERALES Y LOS NO ESPECIFICADOS,A
R450,NERVIOSISMO,A
R451,INQUIETUD Y AGITACION,A
R452,INFELICIDAD,A
R453,DESMORALIZACION Y APATIA,A
R454,IRRITABILIDAD Y ENOJO,A
R455,HOSTILIDAD,A
R456,VIOLENCIA FISICA,A
R457,TENSION Y ESTADO DE CHOQUE EMOCIONAL. NO ESPECIFICADO,A
R458,OTROS SINTOMAS Y SIGNOS QUE INVOLUCRAN EL ESTADO EMOCIONAL,A
R460,MUY BAJO NIVEL DE HIGIENE PERSONAL,A
R461,APARIENCIA PERSONAL EXTRANA,A
R462,CONDUCTA EXTRANA E INEXPLICABLE,A
