861203,EXTRACCION DE ANTICONCEPTIVOS SUBDERMICOS POR INCISION,F
861801,INSERCION DE ANTICONCEPTIVOS SUBDERMICOS,F
877901,HISTEROSALPINGOGRAFIA,F
877932,SALPINGOGRAFIA SELECTIVA CON RECANALIZACION DE TROMPA,F
877940,VAGINOGRAFIA,F
881401,ECOGRAFIA PELVICA GINECOLOGICA TRANSVAGINAL,F
881402,ECOGRAFIA PELVICA GINECOLOGICA TRANSABDOMINAL,F
881403,ECOGRAFIA PELVICA GINECOLOGICA (ESTUDIO INTEGRAL FOLICULAR CON ECO VAGINAL),F
881431,ECOGRAFIA OBSTETRICA TRANSABDOMINAL,F
881432,ECOGRAFIA OBSTETRICA TRANSVAGINAL,F
881434,PERFIL BIOFISICO,F
881435,ECOGRAFIA OBSTETRICA CON EVALUACION DE CIRCULACION PLACENTARIA Y FETAL,F
882298,ECOGRAFIA DOPPLER OBSTETRICA CON EVALUACION DE CIRCULACION PLACENTARIA,F
883351,RESONANCIA MAGNETICA DE MAMA,F
883442,RESONANCIA MAGNETICA OBSTETRICA,F
883443,RESONANCIA MAGNETICA DE PLACENTA,F
890450,INTERCONSULTA POR ESPECIALISTA EN GINECOLOGIA Y OBSTETRICIA,F
892901,TOMA NO QUIRURGICA DE MUESTRA O TEJIDO VAGINAL PARA ESTUDIO CITOLOGICO,F
898001,ESTUDIO DE COLORACION BASICA EN CITOLOGIA VAGINAL TUMORAL O FUNCIONAL,F
898005,ESTUDIO DE COLORACION HISTOQUIMICA EN CITOLOGIA VAGINAL TUMORAL O FUNCIONAL,F
898009,ESTUDIO DE COLORACION INMUNOHISTOQUIMICA EN CITOLOGIA VAGINAL TUMORAL O FUNCIONAL,F
903024,LACTOGENO PLACENTARIO,F
903048,PROTEINA PLASMATICA ASOCIADA AL EMBARAZO [PAPPA-A],F
903049,PROTEINA PLASMATICA ASOCIADA AL EMBARAZO [PAPPA-A] Y BETAGONADOTROPINA CORIONICA LIBRE [BHCG LIBRE] DOBLE MARCADOR,F
903050,ALFAFETOPROTEINA [AFP] BETAGONADOTROPINA CORIONICA LIBRE [BHCG LIBRE] Y ESTRIOL TRIPLE MARCADOR,F
903845,GLUCOSA TEST O’ SULLIVAN,F
903848,LIQUIDO AMNIOTICO (EXAMEN FISICO Y CITOQUIMICO: CELULAS ANARANJADAS TEST DE CLEMENS Y CREATININA),F
903884,TEST DE O'SULLIVAN CONFIRMATORIO (CUATRO MUESTRAS),F
904508,GONADOTROPINA CORIONICA SUBUNIDAD BETA CUALITATIVA PRUEBA DE EMBARAZO EN ORINA O SUERO,F
906605,ANTIGENO DE CANCER DE OVARIO [CA 125] SEMIAUTOMATIZADO O AUTOMATIZADO,F
961400,TAPONAMIENTO VAGINAL SOD,F
962300,DILATACION INSTRUMENTAL O MANUAL DE LA VAGINA SOD,F
972600,SUSTITUCION DE OTRO TAPON (MECHA) O DRENAJE VAGINAL O VULVAR SOD,F
977100,EXTRACCION DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO (DIU) SOD,F
977200,EXTRACCION DE TAPON INTRAUTERINO SOD,F
977500,EXTRACCION DE TAPON (MECHA) VAGINAL O VULVAR SOD,F
981600,EXTRACCION SIN INCISION DE CUERPO EXTRAÑO INTRALUMINAL DEL UTERO SOD,F
981700,EXTRACCION SIN INCISION DE CUERPO EXTRAÑO INTRALUMINAL DE LA VAGINA SOD,F
991100,INYECCION DE GLOBULINA INMUNE RH SOD,F
577305,EXENTERACION PELVICA MASCULINA (CON RECTO) VIA ABIERTA,M
577306,EXENTERACION PELVICA MASCULINA (CON RECTO) VIA LAPAROSCOPICA,M
577307,ESCISION O REMOCION DE VEJIGA  PROSTATA  VESICULAS SEMINALES Y TEJIDO GRASO [CISTOPROSTATECTOMIA] VIA ABIERTA,M
577308,ESCISION O REMOCION DE VEJIGA  PROSTATA  VESICULAS SEMINALES Y TEJIDO GRASO [CISTOPROSTATECTOMIA] VIA LAPAROSCOPICA,M
577309,ESCISION O REMOCION DE VEJIGA  URETRA Y TEJIDO GRASO EN MUJER VIA ABIERTA,M
577310,ESCISION O REMOCION DE VEJIGA  URETRA Y TEJIDO GRASO EN MUJER VIA LAPAROSCOPICA,M
577311,CISTOPROSTATECTOMIA RADICAL POR LAPAROSCOPIA MAS DERIVACION URINARIA (CONDUCTO ILEAL O SIMILAR) VIA ABIERTA,M
577312,CISTOPROSTATECTOMIA RADICAL POR LAPAROSCOPIA MAS DERIVACION URINARIA (CONDUCTO ILEAL O SIMILAR) VIA LAPAROSCOPICA,M
577313,CISTOPROSTATECTOMIA RADICAL MAS DERIVACION URINARIA (BOLSA CONTINENTE ORTOTOPICA) VIA ABIERTA,M
577314,CISTOPROSTATECTOMIA RADICAL MAS DERIVACION URINARIA (BOLSA CONTINENTE ORTOTOPICA) VIA LAPAROSCOPICA,M
577315,CISTOPROSTATECTOMIA RADICAL MAS DERIVACION URINARIA (BOLSA CONTINENTE NO ORTOTOPICA) VIA ABIERTA,M
577316,CISTOPROSTATECTOMIA RADICAL MAS DERIVACION URINARIA (BOLSA CONTINENTE NO ORTOTOPICA) VIA LAPAROSCOPICA,M
600112,DRENAJE DE COLECCION EN PROSTATA VIA ENDOSCOPICA,M
602001,RESECCCION O ENUCLEACION TRANSURETRAL DE ADENOMA DE PROSTATA [RTUP] O ADENOMECTOMIA,M
602002,ADENOMECTOMIA O PROSTATECTOMIA TRANSVESICAL,M
602003,ADENOMECTOMIA O PROSTATECTOMIA RETROPUBICA O TRANSVESICOCAPSULAR,M
602004,ADENOMECTOMIA O PROSTATECTOMIA POR LAPAROSCOPIA,M
602005,ADENOMECTOMIA POR ABLACION DE PROSTATA,M
602201,RESECCION DE CONDUCTOS EYACULADORES VIA ENDOSCOPICA,M
605101,RESECCION DE PROSTATA [PROSTATECTOMIA] RADICAL [PROSTATOVESICULECTOMIA],M
607201,RESECCION DE VESICULA SEMINAL [VESICULOTOMIA],M
609001,INSERCION O INYECCION DE SUSTANCIA PERIPROSTATICA  VIA TRANSPERINEAL,M
613103,RESECCION O ABLACION DE LESION EN ESCROTO,M
623002,RESECCION DE TESTICULO [ORQUIECTOMIA],M
631302,DRENAJE DE LIQUIDO [HIDROCELECTOMIA] DE CORDON ESPERMATICO,M
652804,RESECCION DE QUISTE PARAOVARICO VIA VAGINAL,F
666101,RESECCION DE LESION EN TROMPA DE FALOPIO POR LAPAROTOMIA,F
666102,RESECCION DE LESION EN TROMPA DE FALOPIO POR LAPAROSCOPIA,F
666111,ESCISION DE LESION CON SALPINGECTOMIA PARCIAL  POR LAPAROSCOPIA,F
673102,RESECCION DE LESION CUELLO UTERINO,F
674002,AMPUTACION DE CUELLO O TRAQUELECTOMIA POR LAPAROTOMIA,F
674003,AMPUTACION DE CUELLO O TRAQUELECTOMIA POR LAPAROSCOPIA,F
674004,AMPUTACION DE CUELLO O TRAQUELECTOMIA POR VIA VAGINAL,F
674501,TRAQUELECTOMIA RADICAL POR LAPAROTOMIA,F
674511,TRAQUELECTOMIA RADICAL POR LAPAROSCOPIA,F
682101,LIBERACION DE ADHERENCIAS INTRALUMINALES DEL UTERO,F
683101,HISTERECTOMIA SUBTOTAL O SUPRACERVICAL POR LAPAROTOMIA,F
683111,HISTERECTOMIA SUBTOTAL O SUPRACERVICAL  POR LAPAROSCOPIA,F
684103,HISTERECTOMIA TOTAL ABDOMINAL AMPLIADA POR LAPAROTOMIA,F
684104,HISTERECTOMIA TOTAL ABDOMINAL AMPLIADA POR LAPAROSCOPIA,F
685102,HISTERECTOMIA POR VIA VAGINAL,F
686001,HISTERECTOMIA RADICAL POR LAPAROTOMIA,F
686011,HISTERECTOMIA RADICAL POR LAPAROSCOPIA,F
686102,HISTERECTOMIA RADICAL MODIFICADA POR LAPAROTOMIA,F
686110,HISTERECTOMIA RADICAL MODIFICADA POR LAPAROSCOPIA,F
687001,HISTERECTOMIA RADICAL POR VIA VAGINAL,F
691102,ESCISION O ABLACION DE LESION O TEJIDO EN ESTRUCTURAS DE SOPORTE,F
691203,ESCISION O ABLACION ENDOSCOPICA DE LESION O TEJIDO EN ESTRUCTURAS DE SOPORTE,F
065202,TIROIDECTOMIA RETROESTERNAL TOTAL VIA ENDOSCOPICA,Z
068102,PARATIROIDECTOMIA TOTAL VIA ENDOSCOPICA,Z
068902,PARATIROIDECTOMIA PARCIAL VIA ENDOSCOPICA,Z
253402,GLOSECTOMIA TOTAL VIA ENDOSCOPICA,Z
254002,GLOSECTOMIA RADICAL VIA ENDOSCOPICA,Z
263102,SIALOADENECTOMIA PARCIAL,Z
273403,PALATECTOMIA DE PALADAR BLANDO TOTAL,Z
275802,PROFUNDIZACION DE PISO DE BOCA,Z
301404,CORDECTOMIA TOTAL VIA ENDOSCOPICA,Z
472001,APENDICOSTOMIA VIA ABIERTA,Z
472002,APENDICOSTOMIA VIA LAPAROSCOPICA,Z
556101,AUTOTRASPLANTE RENAL POR VIA ABIERTA,Z
556201,TRASPLANTE DE RIÑON DE DONANTE VIA ABIERTA,Z
556202,TRASPLANTE DE RIÑON DE DONANTE VIA LAPAROSCOPICA,Z
597201,INYECCION DE IMPLANTE EN CUELLO DE VEJIGA O INTRAURETRAL,Z
014103,TALAMOTOMIA POR ESTEREOTAXIA,Z
014301,SUBTALAMOTOMIA POR ESTEREOTAXIA,Z
018103,HEMISFERECTOMIA CEREBRAL ANATOMICA POR CRANEOTOMIA,Z
018104,HEMISFERECTOMIA CEREBRAL FUNCIONAL POR CRANEOTOMIA,Z
018105,HEMISFERECTOMIA CEREBRAL FUNCIONAL VIA ENDOSCOPICA,Z
018106,HEMISFEROTOMIA CEREBRAL POR CRANEOTOMIA,Z
018107,HEMISFEROTOMIA CEREBRAL VIA ENDOSCOPICA,Z
018202,HEMISFERECTOMIA CEREBELOSA,Z
035109,CORRECCION DE MALFORMACION DE MEDULA ESPINAL SIN INSTRUMENTACION VIA POSTERIOR,Z
035110,CORRECCION DE MALFORMACION DE MEDULA ESPINAL CON INSTRUMENTACION VIA POSTERIOR,Z
052403,SIMPATECTOMIA PRESACRA,Z
301303,ARITENOIDECTOMIA BILATERAL VIA ABIERTA,Z
301304,ARITENOIDECTOMIA BILATERAL VIA ENDOSCOPICA,Z
301305,ARITENOIDECTOMIA UNILATERAL VIA ABIERTA,Z
301306,ARITENOIDECTOMIA UNILATERAL VIA ENDOSCOPICA,Z
325303,NEUMONECTOMIA CON DECORTICACION CONCOMITANTE [PLEURONEUMONECTOMIA] POR TORACOSCOPIA,Z
358404,REPARACION DE LA DOBLE SALIDA DEL VENTRICULO IZQUIERDO,Z
358511,REPARACION DEL DOBLE TRACTO DE SALIDA DEL VENTRICULO DERECHO,Z
407400,TRASPLANTE DE LINFATICOS AUTOGENOS SOD,Z
410501,TRASPLANTE AUTOLOGO DE MEDULA OSEA,Z
410502,TRASPLANTE AUTOLOGO DE CELULAS MADRES HEMATOPOYETICAS DE SANGRE PERIFERICA,Z
410601,TRASPLANTE ALOGENICO DE MEDULA OSEA,Z
410602,TRASPLANTE ALOGENICO DE CELULAS MADRES HEMATOPOYETICAS DE SANGRE PERIFERICA,Z
410603,TRASPLANTE ALOGENICO DE CELULAS MADRES HEMATOPOYETICAS DE CORDON UMBILICAL,Z
467806,CORRECCION DE ATRESIA DE INTESTINO CON PLASTIA PROXIMAL VIA ABIERTA,Z
467807,CORRECCION DE ATRESIA DE INTESTINO CON PLASTIA PROXIMAL VIA LAPAROSCOPICA,Z
467808,CORRECCION DE ATRESIA DE DUODENO  YEYUNO E ILEON VIA ABIERTA,Z
467809,CORRECCION DE ATRESIA DE DUODENO  YEYUNO E ILEON VIA LAPAROSCOPICA,Z
467810,CORRECCION DE ATRESIAS INTESTINALES MULTIPLES VIA ABIERTA,Z
467811,CORRECCION DE ATRESIAS INTESTINALES MULTIPLES VIA LAPAROSCOPICA,Z
467812,CORRECCION DE ATRESIA DE COLON VIA ABIERTA,Z
467813,CORRECCION DE ATRESIA DE COLON VIA LAPAROSCOPICA,Z
468001,CORRECCION DE MALROTACION INTESTINAL,Z
497402,TRANSPOSICION DEL MUSCULO RECTO INTERNO PARA INCONTINENCIA ANAL,Z
505101,TRASPLANTE AUXILIAR DE HIGADO SIN CIRUGIA DE BANCO VIA ABIERTA,Z
505201,TRASPLANTE AUXILIAR DE HIGADO CON CIRUGIA DE BANCO CON REDUCCION ANATOMICA,Z
505202,TRASPLANTE AUXILIAR DE HIGADO CON CIRUGIA DE BANCO CON DIVISION ANATOMICA,Z
505203,TRASPLANTE AUXILIAR DE HIGADO CON CIRUGIA DE BANCO VIA ABIERTA,Z
505301,TRASPLANTE ORTOTOPICO DE HIGADO SIN CIRUGIA DE BANCO VIA ABIERTA,Z
505401,TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO CON REDUCCION ANATOMICA,Z
505402,TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO CON DIVISION ANATOMICA,Z
505403,TRASPLANTE ORTOTOPICO DE HIGADO CON CIRUGIA DE BANCO VIA ABIERTA,Z
543303,RESECCION DE LESION AMPLIA EN LA PARED ABDOMINAL,Z
576001,CISTECTOMIA PARCIAL  VIA ABIERTA,Z
578502,CISTOURETROPLASTIA Y PLASTIA DE CUELLO VESICAL,Z
578901,CISTOPEXIA (SUSPENSION VESICAL),Z
595102,PEXIA URETRAL RETROPUBICA,Z
596102,PEXIA PARAURETRAL O PERIURETRAL,Z
064101,TIROIDECTOMIA TOTAL VIA ABIERTA,Z
064102,TIROIDECTOMIA TOTAL VIA ENDOSCOPICA,Z
065201,TIROIDECTOMIA RETROESTERNAL TOTAL VIA ABIERTA,Z
068101,PARATIROIDECTOMIA TOTAL VIA ABIERTA,Z
072501,SUPRARRENALECTOMIA TOTAL UNILATERAL VIA ABIERTA,Z
072502,SUPRARRENALECTOMIA TOTAL UNILATERAL VIA LAPAROSCOPICA,Z
072601,SUPRARRENALECTOMIA TOTAL BILATERAL VIA ABIERTA,Z
072602,SUPRARRENALECTOMIA TOTAL BILATERAL VIA LAPAROSCOPICA,Z
253401,GLOSECTOMIA TOTAL VIA ABIERTA,Z
254001,GLOSECTOMIA RADICAL VIA ABIERTA,Z
293402,FARINGECTOMIA TOTAL VIA ABIERTA,Z
301403,CORDECTOMIA TOTAL VIA ABIERTA,Z
303201,LARINGECTOMIA TOTAL VIA ABIERTA,Z
304101,LARINGECTOMIA RADICAL VIA ABIERTA,Z
325101,NEUMONECTOMIA SIMPLE VIA ABIERTA,Z
325102,NEUMONECTOMIA SIMPLE POR TORACOSCOPIA,Z
325201,NEUMONECTOMIA RADICAL VIA ABIERTA,Z
325202,NEUMONECTOMIA RADICAL POR TORACOSCOPIA,Z
325301,NEUMONECTOMIA CON DECORTICACION CONCOMITANTE [PLEURONEUMONECTOMIA] VIA ABIERTA,Z
325302,PLEURONEUMOPERICARDIECTOMIA EXTRAPLEURAL CON RECONSTRUCCION VIA ABIERTA,Z
325401,OBTENCION DE PULMON PARA TRASPLANTE VIA ABIERTA,Z
327001,TRASPLANTE UNILATERAL DE PULMON VIA ABIERTA,Z
327101,TRASPLANTE BILATERAL DE PULMON VIA ABIERTA,Z
328001,TRASPLANTE DE PULMON CORAZON VIA ABIERTA,Z
375101,TRASPLANTE DE CORAZON VIA ABIERTA,Z
375201,OBTENCION DE CORAZON PARA TRASPLANTE VIA ABIERTA,Z
405306,LINFADENECTOMIA RADICAL INGUINOILIACO BILATERAL VIA ABIERTA,Z
405307,LINFADENECTOMIA RADICAL INGUINOILIACO BILATERAL VIA LAPAROSCOPICA,Z
405406,LINFADENECTOMIA RADICAL PELVICA VIA ABIERTA,Z
405407,LINFADENECTOMIA RADICAL PELVICA VIA LAPAROSCOPICA,Z
405408,LINFADENECTOMIA RADICAL EXTRAPERITONEAL VIA ABIERTA,Z
405409,LINFADENECTOMIA RADICAL EXTRAPERITONEAL VIA LAPAROSCOPICA,Z
405411,LINFADENECTOMIA RADICAL ABDOMINO INGUINAL VIA ABIERTA,Z
405412,LINFADENECTOMIA RADICAL ABDOMINO INGUINAL VIA LAPAROSCOPICA,Z
405503,LINFADENECTOMIA RETROPERITONEAL VIA LAPAROSCOPICA,Z
415102,ESPLENECTOMIA TOTAL VIA ABIERTA,Z
415103,ESPLENECTOMIA TOTAL VIA LAPAROSCOPICA,Z
424201,ESOFAGECTOMIA TOTAL VIA ABIERTA,Z
424202,ESOFAGECTOMIA TOTAL VIA TORACOSCOPICA,Z
424203,ESOFAGECTOMIA TOTAL VIA LAPAROSCOPICA,Z
439001,GASTRECTOMIA TOTAL VIA ABIERTA,Z
439002,GASTRECTOMIA TOTAL VIA LAPAROSCOPICA,Z
439003,GASTRECTOMIA TOTAL RADICAL VIA ABIERTA,Z
439004,GASTRECTOMIA TOTAL RADICAL VIA LAPAROSCOPICA,Z
456204,DUODENECTOMIA VIA LAPAROSCOPICA,Z
456205,YEYUNECTOMIA VIA LAPAROSCOPICA,Z
456206,ILECTOMIA VIA LAPAROSCOPICA,Z
456301,RESECCION TOTAL DE INTESTINO DELGADO VIA ABIERTA,Z
456302,RESECCION TOTAL DE INTESTINO DELGADO VIA LAPAROSCOPICA,Z
456502,RESECCION INTESTINAL PARCIAL (OBTENCION DE ORGANO),Z
457102,COLECTOMIA PARCIAL CON COLOSTOMIA O ILEOSTOMIA Y FISTULA MUCOSA VIA LAPAROSCOPICA,Z
457401,RESECCION DE COLON TRANSVERSO VIA ABIERTA,Z
457402,RESECCION DE COLON TRANSVERSO VIA LAPAROSCOPICA,Z
458101,COLECTOMIA TOTAL CON ILEOSTOMIA Y PROCTECTOMIA VIA ABIERTA,Z
458102,COLECTOMIA TOTAL CON ILEOSTOMIA Y PROCTECTOMIA VIA LAPAROSCOPICA,Z
458301,COLECTOMIA TOTAL VIA ABIERTA,Z
458302,COLECTOMIA TOTAL VIA LAPAROSCOPICA,Z
458401,COLECTOMIA TOTAL CON ILEOSTOMIA Y CIERRE DE SEGMENTO DISTAL [HARTMAN] VIA ABIERTA,Z
458402,COLECTOMIA TOTAL CON ILEOSTOMIA Y CIERRE DE SEGMENTO DISTAL [HARTMAN] VIA LAPAROSCOPICA,Z
502218,LOBECTOMIA HEPATICA DERECHA DE DONANTE VIA ABIERTA,Z
502219,LOBECTOMIA HEPATICA DERECHA DE DONANTE VIA LAPAROSCOPICA,Z
502220,LOBECTOMIA HEPATICA IZQUIERDA DE DONANTE VIA ABIERTA,Z
502221,LOBECTOMIA HEPATICA IZQUIERDA DE DONANTE VIA LAPAROSCOPICA,Z
504001,HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) SIN CIRUGIA DE BANCO VIA ABIERTA,Z
504101,HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) CON CIRUGIA DE BANCO CON REDUCCION ANATOMICA,Z
504102,HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) CON CIRUGIA DE BANCO CON DIVISION ANATOMICA,Z
504103,HEPATECTOMIA TOTAL (OBTENCION DE ORGANO) CON CIRUGIA DE BANCO VIA ABIERTA,Z
516201,ESCISION DE LA AMPOLLA DE VATER (AMPULECTOMIA) CON REIMPLANTACION DE COLEDOCO VIA ABIERTA,Z
516202,ESCISION DE LA AMPOLLA DE VATER (AMPULECTOMIA) CON REIMPLANTACION DE COLEDOCO VIA LAPAROSCOPICA,Z
516402,ESCISION DE LA AMPOLLA DE VATER VIA ENDOSCOPICA,Z
526101,PANCREATECTOMIA TOTAL VIA ABIERTA,Z
526102,PANCREATECTOMIA TOTAL VIA LAPAROSCOPICA,Z
526201,PANCREATECTOMIA TOTAL (OBTENCION DEL ORGANO) VIA ABIERTA,Z
527101,PANCREATICODUODENECTOMIA TOTAL VIA ABIERTA,Z
527102,PANCREATICODUODENECTOMIA TOTAL VIA LAPAROSCOPICA,Z
528001,TRASPLANTE TOTAL DE PANCREAS,Z
544106,OMENTECTOMIA TOTAL VIA ABIERTA,Z
544107,OMENTECTOMIA TOTAL VIA LAPAROSCOPICA,Z
555601,NEFRECTOMIA (OBTENCION DE ORGANO),Z
555603,NEFRECTOMIA DE DONANTE VIVO POR LUMBOTOMIA,Z
555604,NEFRECTOMIA DE DONANTE VIVO POR LAPAROTOMIA,Z
555605,NEFRECTOMIA DE DONANTE VIVO VIA LAPAROSCOPICA,Z
777002,OBTENCION DE TEJIDO OSEO (DONANTE),Z
854201,MASTECTOMIA SIMPLE BILATERAL,Z
854202,MASTECTOMIA SIMPLE BILATERAL POR GLANDULA SUPERNUMERARIA,Z
854203,MASTECTOMIA SIMPLE BILATERAL CON PRESERVACION DE PIEL O COMPLEJO AREOLA PEZON,Z
854401,MASTECTOMIA SIMPLE AMPLIADA BILATERAL VIA ABIERTA,Z
854601,MASTECTOMIA RADICAL BILATERAL VIA ABIERTA,Z
854801,MASTECTOMIA RADICAL AMPLIADA BILATERAL VIA ABIERTA,Z
383201,RESECCION DE MALFORMACION ARTERIOVENOSA DE CUERO CABELLUDO  CARA O CUELLO,Z
383202,RESECCION ARTERIAL CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO,Z
383203,RESECCION ARTERIAL CON ANASTOMOSIS TERMINO TERMINAL EN ZONA II DE CUELLO,Z
383204,RESECCION VENOSA CON ANASTOMOSIS TERMINO TERMINAL EN ZONA I Y III DE CUELLO,Z
383205,RESECCION VENOSA CON ANASTOMOSIS TERMINO TERMINAL EN ZONA II DE CUELLO,Z
015201,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA ANTERIOR VIA CRANEOFACIAL ANTERIOR,Z
015202,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO  FOSA ANTERIOR  VIA CRANEOFACIAL ANTEROLATERAL,Z
015203,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO  FOSA ANTERIOR  VIA ANTEROLATERAL Y RINOTOMIA LATERAL,Z
015204,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO  FOSA ANTERIOR  VIA TRANSZIGOMATICA Y TRANSPALATAL,Z
015301,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA POR CRANEOTOMIA FRONTAL Y OSTEOTOMIA FRONTO ETMOIDAL,Z
015302,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA POR ABORDAJE TRANSMAXILAR,Z
015304,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBTEMPORAL Y OSTEOTOMIA ZIGOMATICA,Z
015305,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBFRONTAL EXTENDIDA,Z
015306,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBTEMPORAL,Z
015307,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA PREAURICULAR INFRATENTORIAL Y CERVICOTOMIA,Z
015308,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA SUBFRONTAL,Z
015309,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA POR ORBITOTOMIA LATERAL,Z
015310,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA TRANSESFENOIDAL,Z
015311,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA MEDIA VIA TRANSESFENOIDAL ENDOSCOPICA,Z
015401,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA EXTREMO LATERAL,Z
015402,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA FRONTO ORBITO ETMOIDAL,Z
015403,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA SUBTEMPORAL PREAURICULAR INFRATEMPORAL Y CERVICOTOMIA TRANSMANDIBULAR,Z
015404,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA TRANSORAL,Z
015405,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA MAXILOTOMIA EXTENDIDA,Z
015406,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA TRANSLABERINTICA,Z
015407,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA TRANSCOCLEAR,Z
015408,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA FOSA MEDIA,Z
015409,RESECCION DE TUMOR O LESION DE LA BASE DEL CRANEO FOSA POSTERIOR  VIA SUBOCCIPITAL RETROMASTOIDEA,Z
016101,RESECCION TUMOR DE MENINGE CEREBRAL  POR CRANEOTOMIA,Z
016102,RESECCION TUMOR DE MENINGE CEREBRAL  POR CRANIECTOMIA CON DUROPLASTIA Y CRANEOPLASTIA,Z
016201,RESECCION TUMOR DE LA HOZ  POR CRANEOTOMIA Y PLASTIA,Z
016301,RESECCION TUMOR DEL TENTORIO  POR CRANEOTOMIA,Z
017201,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO  POR CRANEOTOMIA,Z
017202,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO  POR CRANEOTOMIA OSTEOPLASTICA,Z
017203,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO  POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,Z
017204,RESECCION DE TUMOR SUPRATENTORIAL HEMISFERICO  CON ESTIMULACION CORTICAL,Z
017205,RESECCION VOLUMETRICA DE TUMOR SUPRATENTORIAL HEMISFERICO  CON ESTEREOTAXIA,Z
017301,RESECCION TUMOR INTRACEREBELOSO  POR CRANEOTOMIA SUBOCCIPITAL,Z
017401,RESECCION DE LESION O TUMOR DE LINEA MEDIA SUPRATENTORIAL POR CRANEOTOMIA,Z
017501,RESECCION DE TUMOR DE LINEA MEDIA INFRATENTORIAL  EXTRA AXIAL  POR CRANEOTOMIA SUBOCCIPITAL,Z
017502,RESECCION DE TUMOR DE LINEA MEDIA INFRATENTORIAL  EXTRA AXIAL  POR CRANEOTOMIA GUIADA POR ESTEREOTAXIA,Z
017601,RESECCION DE LESIONES VENTRICULARES SUPRATENTORIALES  POR CRANEOTOMIA,Z
017603,RESECCION DE LESIONES VENTRICULARES SUPRATENTORIALES  POR ENDOSCOPIA,Z
017701,RESECCION DE LESIONES VENTRICULARES INFRATENTORIALES  POR CRANEOTOMIA SUBOCCIPITAL,Z
017801,RESECCION DE LESIONES INTRAVENTRICULARES DE LINEA MEDIA POR CRANEOTOMIA,Z
018201,HEMISFERECTOMIA CEREBELOSA POR CRANEOTOMIA SUBOCCIPITAL,Z
019101,LOBECTOMIA POR CRANEOTOMIA,Z
019201,LOBECTOMIA POR CRANIECTOMIA,Z
021201,CORRECCION FISTULA LCR EN BOVEDA CRANEANA  POR CRANEOTOMIA Y CRANEOPLASTIA,Z
021202,CORRECCION FISTULA LCR EN BOVEDA CRANEANA  POR DUROPLASTIA,Z
021203,CORRECCION FISTULA LCR EN BASE DE CRANEO ANTERIOR  VIA SUBFRONTAL,Z
021206,CORRECCION FISTULA LCR EN BASE DE CRANEO MEDIO  POR CRANIECTOMIA,Z
021207,CORRECCION FISTULA LCR EN BASE DE CRANEO MEDIO  VIA TRANSESFENOIDAL,Z
021208,CORRECCION FISTULA LCR EN BASE DE CRANEO POSTERIOR  VIA SUBOCCIPITAL,Z
021209,CORRECCION DE MENINGOCELE  POR CRANIECTOMIA,Z
021210,CORRECCION DE MENINGOCELE  CON CRANEOPLASTIA,Z
021213,CORRECCION DE MENINGOCELE DE FOSA ANTERIOR  VIA TRANSNASAL ENDOSCOPICA,Z
